"Stazione";"Quercianella"
"Codice";"TOS11000513"
"Comune";"Livorno"
"Provincia";"LI"
"GB [m]";"E";1609020;"N";4814970
"WGS84 [°]";"Lat";43.480;"Lon";10.348
"Quota [m]";244,00

;;;ATTENZIONE i dati sono nel fomato csv ed utilizzano
;;;come separatore di colonna il "punto e virgola" e
;;;come separatore decimale la "virgola"
;;;verificare le proprie impostazioni internazionali per una corretta visulizzazione.
;;;Il valore -9999 corrisponde a dato mancante
;;;Il valore contrassegnato con @ corrisponde al dato mancante
;;;Il valore contrassegnato con V corrisponde al dato validato
;;;Il valore contrassegnato con P corrisponde al dato prevalidato soggetto ad eventuali modifiche
;;;(consultare la sezione Criteri di validazione)

"gg/mm/aaaa";"Max [Â°C]";"Min [Â°C]"
18/01/2012;12.8;4.3
19/01/2012;11.3;8.1
20/01/2012;13.3;8.7
21/01/2012;15.8;8.3
22/01/2012;17.2;9.2
23/01/2012;15.1;9.9
24/01/2012;14.2;8.5
25/01/2012;13.0;5.5
26/01/2012;13.4;5.0
27/01/2012;10.4;6.8
28/01/2012;12.1;6.9
29/01/2012;8.3;4.4
30/01/2012;6.0;1.3
31/01/2012;3.7;-0.5
01/02/2012;0.7;-1.4
02/02/2012;0.0;-1.8
03/02/2012;-0.8;-3.6
04/02/2012;0.4;-3.8
05/02/2012;0.2;-3.8
06/02/2012;2.3;-4.2
07/02/2012;2.7;-2.2
08/02/2012;2.6;-0.1
09/02/2012;10.5;-0.2
10/02/2012;1.7;-2.6
11/02/2012;1.1;-4.3
12/02/2012;2.1;-4.6
13/02/2012;6.3;-2.7
14/02/2012;8.8;-1.3
15/02/2012;11.8;2.8
16/02/2012;13.5;5.0
17/02/2012;16.0;7.3
18/02/2012;15.7;7.7
19/02/2012;8.7;7.8
20/02/2012;8.9;2.9
21/02/2012;10.7;3.1
22/02/2012;13.7;5.4
23/02/2012;18.7;6.5
24/02/2012;15.4;8.2
25/02/2012;14.8;8.1
26/02/2012;15.0;9.1
27/02/2012;15.1;6.7
28/02/2012;15.5;7.8
29/02/2012;15.1;8.2
01/03/2012;17.9;8.0
02/03/2012;14.9;8.2
03/03/2012;15.4;8.0
04/03/2012;16.6;8.9
05/03/2012;15.1;7.9
06/03/2012;8.1;5.4
07/03/2012;14.3;6.3
08/03/2012;16.9;7.1
09/03/2012;12.9;7.9
10/03/2012;16.6;7.6
11/03/2012;18.3;8.6
12/03/2012;19.4;9.1
13/03/2012;19.1;10.8
14/03/2012;21.6;9.8
15/03/2012;16.1;8.8
16/03/2012;16.3;8.6
17/03/2012;18.1;9.0
18/03/2012;14.7;10.5
19/03/2012;18.0;8.2
20/03/2012;17.6;8.3
21/03/2012;22.4;13.6
22/03/2012;24.2;12.0
23/03/2012;20.6;10.4
24/03/2012;23.4;12.0
25/03/2012;22.8;12.4
26/03/2012;24.4;14.3
27/03/2012;24.1;14.0
28/03/2012;23.4;14.1
29/03/2012;20.1;10.8
30/03/2012;21.8;10.5
31/03/2012;18.9;10.6
01/04/2012;21.3;11.4
02/04/2012;21.0;12.2
03/04/2012;16.8;12.2
04/04/2012;19.8;12.1
05/04/2012;18.4;11.6
06/04/2012;20.3;11.4
07/04/2012;18.0;11.4
08/04/2012;14.3;6.8
09/04/2012;17.1;5.7
10/04/2012;19.3;8.9
11/04/2012;15.3;9.0
12/04/2012;20.3;11.2
13/04/2012;18.6;10.7
14/04/2012;11.0;8.7
15/04/2012;19.7;8.8
16/04/2012;17.0;8.6
17/04/2012;19.6;9.4
18/04/2012;16.2;10.3
19/04/2012;15.8;9.9
20/04/2012;15.2;8.8
21/04/2012;20.2;11.5
22/04/2012;19.7;10.8
23/04/2012;19.8;11.3
24/04/2012;15.2;9.3
25/04/2012;21.6;11.1
26/04/2012;21.1;10.8
27/04/2012;26.0;14.4
28/04/2012;28.5;15.3
29/04/2012;18.9;14.4
30/04/2012;20.1;14.2
01/05/2012;19.5;11.2
02/05/2012;19.4;10.7
03/05/2012;20.9;10.5
04/05/2012;21.6;10.7
05/05/2012;21.2;12.1
06/05/2012;19.2;12.7
07/05/2012;20.2;12.2
08/05/2012;20.3;11.9
09/05/2012;21.6;13.5
10/05/2012;23.4;13.1
11/05/2012;28.2;14.7
12/05/2012;24.9;15.7
13/05/2012;21.1;11.4
14/05/2012;20.4;10.8
15/05/2012;22.6;11.3
16/05/2012;20.0;13.6
17/05/2012;21.8;11.9
18/05/2012;20.4;11.5
19/05/2012;24.4;14.2
20/05/2012;18.8;10.9
21/05/2012;20.2;10.9
22/05/2012;19.7;11.9
23/05/2012;21.6;13.4
24/05/2012;26.4;14.3
25/05/2012;28.5;18.5
26/05/2012;27.2;17.0
27/05/2012;24.8;16.1
28/05/2012;23.5;13.1
29/05/2012;23.2;14.0
30/05/2012;24.0;15.7
31/05/2012;25.4;16.1
01/06/2012;24.6;15.9
02/06/2012;25.6;16.3
03/06/2012;24.3;16.5
04/06/2012;24.1;16.2
05/06/2012;26.3;15.1
06/06/2012;25.0;15.4
07/06/2012;25.8;16.3
08/06/2012;26.4;18.6
09/06/2012;27.3;16.2
10/06/2012;26.5;16.7
11/06/2012;25.3;16.9
12/06/2012;23.8;15.2
13/06/2012;24.3;15.5
14/06/2012;26.3;15.0
15/06/2012;27.6;16.8
16/06/2012;30.9;19.6
17/06/2012;31.0;21.6
18/06/2012;32.7;22.0
19/06/2012;33.4;20.5
20/06/2012;33.8;22.6
21/06/2012;28.2;19.7
22/06/2012;29.0;19.3
23/06/2012;30.2;19.0
24/06/2012;29.7;18.9
25/06/2012;31.7;18.1
26/06/2012;30.2;19.4
27/06/2012;34.6;22.0
28/06/2012;32.7;21.4
29/06/2012;32.8;21.4
30/06/2012;33.4;20.1
01/07/2012;35.9;23.2
02/07/2012;32.8;19.3
03/07/2012;28.0;18.9
04/07/2012;28.2;18.4
05/07/2012;30.8;18.9
06/07/2012;31.2;20.2
07/07/2012;31.8;19.2
08/07/2012;32.7;22.1
09/07/2012;31.8;21.5
10/07/2012;30.5;21.2
11/07/2012;31.3;20.4
12/07/2012;32.1;19.7
13/07/2012;29.6;19.3
14/07/2012;31.6;20.5
15/07/2012;28.2;20.2
16/07/2012;31.1;19.0
17/07/2012;30.5;20.8
18/07/2012;31.6;19.5
19/07/2012;31.2;19.9
20/07/2012;31.7;20.2
21/07/2012;30.4;19.9
22/07/2012;29.8;19.6
23/07/2012;23.9;18.6
24/07/2012;30.1;22.2
25/07/2012;31.1;20.3
26/07/2012;29.0;19.9
27/07/2012;31.3;19.7
28/07/2012;37.2;22.1
29/07/2012;31.8;21.4
30/07/2012;31.1;20.9
31/07/2012;30.5;20.8
01/08/2012;32.3;20.5
02/08/2012;31.9;21.0
03/08/2012;33.2;21.2
04/08/2012;33.8;20.6
05/08/2012;33.5;21.9
06/08/2012;30.8;22.4
07/08/2012;31.4;20.0
08/08/2012;29.9;19.6
09/08/2012;29.4;20.6
10/08/2012;35.1;21.5
11/08/2012;32.3;22.2
12/08/2012;33.0;20.7
13/08/2012;31.8;22.2
14/08/2012;30.3;21.1
15/08/2012;30.5;21.1
16/08/2012;30.3;21.2
17/08/2012;31.7;21.5
18/08/2012;37.2;24.0
19/08/2012;36.1;24.4
20/08/2012;34.0;24.1
21/08/2012;32.1;23.3
22/08/2012;31.7;22.8
23/08/2012;34.0;22.1
24/08/2012;33.3;22.9
25/08/2012;33.6;23.3
26/08/2012;29.5;20.1
27/08/2012;31.5;20.8
28/08/2012;31.2;20.9
29/08/2012;29.2;20.4
30/08/2012;30.3;21.1
31/08/2012;27.3;17.6
01/09/2012;24.9;15.1
02/09/2012;20.8;17.3
03/09/2012;25.9;16.4
04/09/2012;23.8;18.1
05/09/2012;26.2;19.8
06/09/2012;27.8;19.5
07/09/2012;31.5;21.1
08/09/2012;29.9;20.3
09/09/2012;28.3;19.4
10/09/2012;27.4;19.5
11/09/2012;29.6;18.8
12/09/2012;27.6;19.3
13/09/2012;24.0;15.5
14/09/2012;26.0;14.4
15/09/2012;27.6;17.8
16/09/2012;27.3;18.1
17/09/2012;26.2;18.1
18/09/2012;28.1;17.6
19/09/2012;20.6;18.1
20/09/2012;24.0;14.7
21/09/2012;26.8;15.6
22/09/2012;25.4;17.2
23/09/2012;29.5;20.3
24/09/2012;25.5;19.5
25/09/2012;26.9;19.2
26/09/2012;25.1;20.1
27/09/2012;21.6;14.4
28/09/2012;29.6;18.2
29/09/2012;26.9;19.8
30/09/2012;26.0;16.0
01/10/2012;19.6;15.5
02/10/2012;22.4;16.0
03/10/2012;23.9;16.2
04/10/2012;26.3;16.6
05/10/2012;26.3;16.6
06/10/2012;26.3;16.3
07/10/2012;23.2;17.6
08/10/2012;26.7;18.2
09/10/2012;23.1;17.6
10/10/2012;24.8;17.1
11/10/2012;24.3;17.2
12/10/2012;21.5;15.5
13/10/2012;25.7;16.5
14/10/2012;24.8;14.8
15/10/2012;18.8;14.0
16/10/2012;20.3;10.4
17/10/2012;24.9;15.3
18/10/2012;23.2;16.0
19/10/2012;26.4;16.7
20/10/2012;27.7;19.2
21/10/2012;27.3;19.3
22/10/2012;26.2;17.6
23/10/2012;24.5;16.2
24/10/2012;24.3;17.2
25/10/2012;25.4;16.6
26/10/2012;20.0;15.5
27/10/2012;17.1;12.7
28/10/2012;12.3;5.2
29/10/2012;13.6;5.3
30/10/2012;17.1;8.7
31/10/2012;13.3;8.9
01/11/2012;17.7;10.6
02/11/2012;20.3;12.9
03/11/2012;18.2;13.7
04/11/2012;18.3;14.7
05/11/2012;18.3;13.9
06/11/2012;16.8;12.6
07/11/2012;17.2;8.2
08/11/2012;17.3;11.2
09/11/2012;18.0;11.7
10/11/2012;16.1;13.3
11/11/2012;17.5;13.0
12/11/2012;16.3;14.0
13/11/2012;16.6;14.4
14/11/2012;16.7;12.0
15/11/2012;14.3;8.5
16/11/2012;14.5;8.3
17/11/2012;18.2;10.0
18/11/2012;14.1;11.0
19/11/2012;13.6;11.8
20/11/2012;17.1;12.2
21/11/2012;17.7;11.4
22/11/2012;17.1;11.4
23/11/2012;16.5;12.7
24/11/2012;18.8;12.4
25/11/2012;17.0;12.6
26/11/2012;17.5;12.5
27/11/2012;16.2;13.4
28/11/2012;16.0;10.4
29/11/2012;12.5;8.8
30/11/2012;10.8;6.3
01/12/2012;8.8;6.2
02/12/2012;12.5;3.3
03/12/2012;11.4;3.5
04/12/2012;12.7;8.7
05/12/2012;12.1;6.7
06/12/2012;14.5;5.6
07/12/2012;9.3;4.1
08/12/2012;5.7;1.4
09/12/2012;11.3;2.6
10/12/2012;9.6;5.4
11/12/2012;13.9;5.1
12/12/2012;8.9;3.5
13/12/2012;7.2;4.8
14/12/2012;12.9;6.1
15/12/2012;13.7;11.4
16/12/2012;17.7;11.3
17/12/2012;14.9;8.7
18/12/2012;13.6;7.5
19/12/2012;12.8;7.2
20/12/2012;10.1;7.1
21/12/2012;11.3;3.8
22/12/2012;14.0;5.7
23/12/2012;11.6;7.2
24/12/2012;13.6;9.9
25/12/2012;13.2;12.1
26/12/2012;13.7;10.9
27/12/2012;12.6;10.2
28/12/2012;15.6;9.9
29/12/2012;14.7;8.2
30/12/2012;14.3;7.2
31/12/2012;15.7;7.4
01/01/2013;9.9;6.2
02/01/2013;9.7;7.0
03/01/2013;16.8;7.7
04/01/2013;12.6;7.7
05/01/2013;11.6;9.3
06/01/2013;11.0;7.2
07/01/2013;17.6;7.9
08/01/2013;12.0;8.4
09/01/2013;12.9;9.3
10/01/2013;12.1;8.6
11/01/2013;11.9;7.6
12/01/2013;12.3;7.7
13/01/2013;9.2;6.6
14/01/2013;10.8;3.5
15/01/2013;8.8;3.9
16/01/2013;6.6;3.2
17/01/2013;7.1;1.3
18/01/2013;10.2;2.2
19/01/2013;10.8;3.6
20/01/2013;12.6;9.6
21/01/2013;11.2;6.4
22/01/2013;11.9;5.0
23/01/2013;8.0;5.4
24/01/2013;12.0;5.7
25/01/2013;9.7;4.3
26/01/2013;10.4;3.1
27/01/2013;11.2;3.3
28/01/2013;7.5;4.8
29/01/2013;13.4;5.0
30/01/2013;13.1;9.3
31/01/2013;17.6;9.6
01/02/2013;15.7;10.7
02/02/2013;11.9;5.0
03/02/2013;10.5;5.3
04/02/2013;13.8;5.2
05/02/2013;11.1;8.0
06/02/2013;13.0;6.5
07/02/2013;7.8;3.2
08/02/2013;9.3;3.4
09/02/2013;7.8;1.2
10/02/2013;10.2;1.4
11/02/2013;8.4;0.3
12/02/2013;5.9;2.9
13/02/2013;10.1;3.2
14/02/2013;11.5;4.3
15/02/2013;13.7;5.7
16/02/2013;13.4;5.1
17/02/2013;11.9;5.2
18/02/2013;10.1;4.2
19/02/2013;11.2;4.2
20/02/2013;9.6;6.1
21/02/2013;7.5;3.2
22/02/2013;6.4;1.6
23/02/2013;3.8;0.3
24/02/2013;7.6;0.5
25/02/2013;6.9;0.8
26/02/2013;13.8;4.2
27/02/2013;12.5;5.0
28/02/2013;13.4;5.3
01/03/2013;9.6;9.6
02/03/2013;9.4;8.9
03/03/2013;14.0;5.6
04/03/2013;15.6;6.2
05/03/2013;11.1;7.6
06/03/2013;11.9;7.7
07/03/2013;13.8;11.5
08/03/2013;12.2;10.3
09/03/2013;10.7;10.7
10/03/2013;17.2;10.0
11/03/2013;18.5;8.9
12/03/2013;11.5;7.2
13/03/2013;11.9;6.7
14/03/2013;13.1;5.4
15/03/2013;10.9;3.3
16/03/2013;13.9;2.5
17/03/2013;9.6;6.3
18/03/2013;12.0;8.6
19/03/2013;15.2;8.6
20/03/2013;11.5;6.8
21/03/2013;16.0;7.2
22/03/2013;15.8;8.6
23/03/2013;16.3;9.1
24/03/2013;14.3;8.8
25/03/2013;15.0;7.2
26/03/2013;14.8;5.8
27/03/2013;14.8;6.2
28/03/2013;15.0;10.1
29/03/2013;13.2;11.5
30/03/2013;13.5;8.0
31/03/2013;15.8;8.5
01/04/2013;19.8;8.2
02/04/2013;15.7;7.3
03/04/2013;18.1;7.2
04/04/2013;12.3;8.4
05/04/2013;12.6;8.9
06/04/2013;18.4;8.9
07/04/2013;17.3;10.4
08/04/2013;15.6;7.5
09/04/2013;16.1;10.1
10/04/2013;14.6;11.4
11/04/2013;19.4;11.8
12/04/2013;18.9;11.3
13/04/2013;20.6;10.7
14/04/2013;20.8;10.2
15/04/2013;21.9;12.1
16/04/2013;20.6;10.9
17/04/2013;25.3;12.6
18/04/2013;21.6;12.0
19/04/2013;20.7;11.6
20/04/2013;13.0;8.3
21/04/2013;18.4;7.6
22/04/2013;15.3;8.4
23/04/2013;18.9;9.0
24/04/2013;24.3;13.1
25/04/2013;22.0;17.2
26/04/2013;22.0;14.4
27/04/2013;14.4;12.5
28/04/2013;18.6;12.2
29/04/2013;23.3;16.6
30/04/2013;24.1;16.5
01/05/2013;24.7;14.3
02/05/2013;20.9;14.0
03/05/2013;20.3;12.2
04/05/2013;21.8;11.1
05/05/2013;18.3;12.9
06/05/2013;20.2;12.7
07/05/2013;21.9;12.8
08/05/2013;21.1;12.4
09/05/2013;22.9;13.0
10/05/2013;22.2;13.6
11/05/2013;20.5;12.1
12/05/2013;21.1;12.3
13/05/2013;20.5;12.0
14/05/2013;21.2;11.7
15/05/2013;19.8;13.2
16/05/2013;17.0;12.3
17/05/2013;17.1;10.0
18/05/2013;19.8;11.1
19/05/2013;19.0;10.2
20/05/2013;19.8;11.4
21/05/2013;18.3;10.3
22/05/2013;22.6;9.8
23/05/2013;22.4;12.8
24/05/2013;18.0;11.4
25/05/2013;12.6;6.9
26/05/2013;18.6;6.0
27/05/2013;20.4;10.9
28/05/2013;18.8;10.0
29/05/2013;17.9;11.0
30/05/2013;17.0;8.4
31/05/2013;19.0;11.9
01/06/2013;20.1;11.9
02/06/2013;21.0;12.1
03/06/2013;19.3;13.4
04/06/2013;21.4;12.9
05/06/2013;21.0;13.8
06/06/2013;23.3;13.8
07/06/2013;23.6;15.0
08/06/2013;24.1;15.0
09/06/2013;19.3;13.0
10/06/2013;20.5;12.9
11/06/2013;22.7;13.3
12/06/2013;23.2;14.5
13/06/2013;26.7;15.4
14/06/2013;25.7;16.1
15/06/2013;26.2;16.3
16/06/2013;27.7;18.8
17/06/2013;30.4;19.2
18/06/2013;30.7;21.9
19/06/2013;31.4;21.3
20/06/2013;29.9;17.8
21/06/2013;25.1;16.8
22/06/2013;25.1;16.6
23/06/2013;24.4;17.1
24/06/2013;21.7;15.2
25/06/2013;24.8;14.8
26/06/2013;25.3;15.0
27/06/2013;25.0;15.9
28/06/2013;23.5;15.4
29/06/2013;23.0;14.4
30/06/2013;25.0;14.9
01/07/2013;27.3;16.2
02/07/2013;29.2;16.9
03/07/2013;26.8;18.2
04/07/2013;25.9;18.1
05/07/2013;31.5;20.1
06/07/2013;31.9;22.6
07/07/2013;30.4;22.9
08/07/2013;31.4;22.5
09/07/2013;31.6;21.8
10/07/2013;28.1;19.9
11/07/2013;28.3;19.6
12/07/2013;28.3;18.8
13/07/2013;28.5;19.2
14/07/2013;27.7;17.8
15/07/2013;29.6;20.4
16/07/2013;28.0;20.3
17/07/2013;29.7;20.0
18/07/2013;29.7;21.1
19/07/2013;29.0;20.6
20/07/2013;27.8;19.5
21/07/2013;32.5;22.0
22/07/2013;31.4;22.8
23/07/2013;30.1;21.7
24/07/2013;30.8;21.2
25/07/2013;30.9;21.3
26/07/2013;29.7;20.6
27/07/2013;32.5;20.8
28/07/2013;32.4;23.4
29/07/2013;28.1;21.4
30/07/2013;28.6;20.6
31/07/2013;32.6;20.9
01/08/2013;33.5;23.7
02/08/2013;34.3;22.8
03/08/2013;30.8;21.6
04/08/2013;30.9;20.7
05/08/2013;29.7;21.2
06/08/2013;30.8;20.8
07/08/2013;33.4;22.1
08/08/2013;31.0;22.2
09/08/2013;31.2;17.9
10/08/2013;29.5;20.5
11/08/2013;31.1;21.7
12/08/2013;30.0;20.8
13/08/2013;29.8;20.5
14/08/2013;30.9;20.4
15/08/2013;31.2;19.5
16/08/2013;32.6;21.2
17/08/2013;29.2;20.2
18/08/2013;30.4;20.1
19/08/2013;30.0;20.3
20/08/2013;26.4;17.3
21/08/2013;29.4;19.2
22/08/2013;30.1;20.1
23/08/2013;28.6;19.2
24/08/2013;30.8;19.6
25/08/2013;29.5;18.3
26/08/2013;27.9;18.7
27/08/2013;26.2;17.5
28/08/2013;26.9;15.1
29/08/2013;27.6;16.9
30/08/2013;29.9;19.1
31/08/2013;28.5;20.1
01/09/2013;31.3;20.4
02/09/2013;29.1;19.2
03/09/2013;31.2;21.2
04/09/2013;33.1;20.5
05/09/2013;31.8;21.0
06/09/2013;28.2;20.1
07/09/2013;27.8;19.7
08/09/2013;27.2;19.7
09/09/2013;26.6;18.7
10/09/2013;25.6;16.6
11/09/2013;23.4;17.4
12/09/2013;22.7;15.1
13/09/2013;23.8;15.7
14/09/2013;27.0;15.6
15/09/2013;22.0;16.4
16/09/2013;22.8;15.1
17/09/2013;21.3;15.8
18/09/2013;22.9;15.1
19/09/2013;23.0;16.4
20/09/2013;26.0;16.5
21/09/2013;24.3;15.9
22/09/2013;26.7;17.6
23/09/2013;25.7;16.3
24/09/2013;25.7;15.6
25/09/2013;25.8;15.9
26/09/2013;25.9;16.4
27/09/2013;25.7;17.1
28/09/2013;26.5;16.7
29/09/2013;20.3;14.9
30/09/2013;19.5;15.5
01/10/2013;21.8;14.7
02/10/2013;23.2;15.5
03/10/2013;22.8;14.4
04/10/2013;22.9;16.0
05/10/2013;17.5;14.5
06/10/2013;22.6;14.8
07/10/2013;20.8;14.0
08/10/2013;21.7;13.6
09/10/2013;21.8;14.5
10/10/2013;18.5;14.1
11/10/2013;19.7;12.4
12/10/2013;18.8;11.7
13/10/2013;19.7;12.5
14/10/2013;20.7;14.9
15/10/2013;18.5;14.8
16/10/2013;19.9;13.2
17/10/2013;22.5;13.2
18/10/2013;20.4;14.0
19/10/2013;21.4;15.6
20/10/2013;19.6;16.0
21/10/2013;19.3;16.9
22/10/2013;22.7;18.1
23/10/2013;20.0;18.4
24/10/2013;26.1;17.5
25/10/2013;25.0;17.6
26/10/2013;23.2;17.2
27/10/2013;19.5;17.3
28/10/2013;22.2;16.8
29/10/2013;21.5;17.2
30/10/2013;24.1;16.6
31/10/2013;19.1;15.0
01/11/2013;23.4;14.7
02/11/2013;20.9;15.2
03/11/2013;22.3;15.5
04/11/2013;17.6;12.4
05/11/2013;18.6;11.7
06/11/2013;20.3;13.7
07/11/2013;24.3;14.4
08/11/2013;21.1;15.0
09/11/2013;18.5;13.7
10/11/2013;14.4;10.4
11/11/2013;12.7;8.7
12/11/2013;14.4;10.6
13/11/2013;17.4;12.8
14/11/2013;15.1;12.4
15/11/2013;14.9;8.7
16/11/2013;14.5;10.7
17/11/2013;14.1;10.4
18/11/2013;13.8;10.4
19/11/2013;18.0;9.2
20/11/2013;13.1;9.0
21/11/2013;8.7;5.8
22/11/2013;8.6;4.5
23/11/2013;8.2;4.8
24/11/2013;13.1;5.2
25/11/2013;10.7;2.7
26/11/2013;8.7;1.0
27/11/2013;5.2;0.9
28/11/2013;8.3;3.2
29/11/2013;12.8;3.6
30/11/2013;9.0;5.8
01/12/2013;9.1;5.9
02/12/2013;9.8;8.0
03/12/2013;13.4;5.9
04/12/2013;16.9;6.9
05/12/2013;12.4;6.8
06/12/2013;11.9;8.3
07/12/2013;16.8;8.3
08/12/2013;15.6;8.9
09/12/2013;14.0;9.2
10/12/2013;13.8;8.0
11/12/2013;15.7;8.5
12/12/2013;15.6;7.8
13/12/2013;13.5;7.2
14/12/2013;15.0;7.5
15/12/2013;13.0;7.5
16/12/2013;16.7;8.5
17/12/2013;17.6;7.7
18/12/2013;14.4;7.0
19/12/2013;12.9;7.8
20/12/2013;13.2;9.8
21/12/2013;16.5;10.7
22/12/2013;12.2;10.1
23/12/2013;12.9;8.8
24/12/2013;14.2;9.0
25/12/2013;13.0;10.8
26/12/2013;12.2;7.3
27/12/2013;14.1;6.5
28/12/2013;14.3;8.6
29/12/2013;12.1;8.0
30/12/2013;11.7;6.9
31/12/2013;11.6;5.8
01/01/2014;14.7;5.4
02/01/2014;11.6;8.2
03/01/2014;13.8;10.0
04/01/2014;12.9;11.0
05/01/2014;12.5;7.4
06/01/2014;15.8;7.8
07/01/2014;15.9;8.3
08/01/2014;15.1;8.9
09/01/2014;14.9;9.2
10/01/2014;13.2;9.9
11/01/2014;15.4;9.7
12/01/2014;15.1;9.0
13/01/2014;11.8;8.9
14/01/2014;10.7;8.6
15/01/2014;14.8;7.3
16/01/2014;12.3;8.0
17/01/2014;12.2;10.1
18/01/2014;12.2;10.6
19/01/2014;12.9;9.2
20/01/2014;12.5;8.0
21/01/2014;14.8;8.2
22/01/2014;12.7;6.7
23/01/2014;10.8;6.3
24/01/2014;9.8;4.2
25/01/2014;12.8;4.6
26/01/2014;15.3;5.9
27/01/2014;8.3;4.5
28/01/2014;10.0;3.3
29/01/2014;9.9;3.5
30/01/2014;10.4;6.3
31/01/2014;9.2;7.1
01/02/2014;13.9;7.6
02/02/2014;11.1;6.0
03/02/2014;12.1;7.0
04/02/2014;11.0;7.8
05/02/2014;10.7;6.5
06/02/2014;14.9;5.4
07/02/2014;12.5;7.9
08/02/2014;14.0;8.9
09/02/2014;12.2;8.4
10/02/2014;11.9;7.0
11/02/2014;15.0;7.3
12/02/2014;13.0;6.8
13/02/2014;14.2;7.4
14/02/2014;15.2;8.8
15/02/2014;15.4;9.7
16/02/2014;15.4;11.6
17/02/2014;16.2;9.0
18/02/2014;16.2;10.5
19/02/2014;15.3;10.1
20/02/2014;11.7;9.4
21/02/2014;17.1;8.3
22/02/2014;13.6;7.8
23/02/2014;14.5;7.3
24/02/2014;14.7;6.9
25/02/2014;16.9;7.9
26/02/2014;10.8;6.3
27/02/2014;13.8;5.5
28/02/2014;12.5;5.7
01/03/2014;6.8;4.1
02/03/2014;11.9;3.8
03/03/2014;10.4;5.8
04/03/2014;9.6;4.8
05/03/2014;13.0;6.6
06/03/2014;13.0;8.2
07/03/2014;17.6;8.5
08/03/2014;15.5;9.8
09/03/2014;16.1;9.4
10/03/2014;13.5;8.8
11/03/2014;13.2;8.3
12/03/2014;17.4;7.8
13/03/2014;18.9;8.3
14/03/2014;19.1;9.6
15/03/2014;16.4;8.8
16/03/2014;16.9;8.7
17/03/2014;18.4;9.3
18/03/2014;19.3;9.4
19/03/2014;19.7;10.0
20/03/2014;19.3;10.0
21/03/2014;19.3;10.1
22/03/2014;15.5;10.5
23/03/2014;11.9;5.2
24/03/2014;14.7;4.8
25/03/2014;15.4;4.7
26/03/2014;12.1;4.8
27/03/2014;12.0;8.1
28/03/2014;17.2;8.8
29/03/2014;21.1;11.2
30/03/2014;21.4;11.1
31/03/2014;19.7;9.7
01/04/2014;17.6;8.9
02/04/2014;17.3;9.1
03/04/2014;17.6;11.3
04/04/2014;14.5;10.3
05/04/2014;17.6;9.3
06/04/2014;21.2;11.9
07/04/2014;22.9;12.2
08/04/2014;18.5;11.1
09/04/2014;18.7;11.3
10/04/2014;20.7;11.0
11/04/2014;18.4;10.4
12/04/2014;20.9;10.3
13/04/2014;19.4;11.5
14/04/2014;20.9;11.1
15/04/2014;18.6;10.2
16/04/2014;16.5;7.2
17/04/2014;17.8;8.4
18/04/2014;18.2;9.6
19/04/2014;15.1;9.3
20/04/2014;19.3;8.8
21/04/2014;17.8;11.0
22/04/2014;20.7;10.8
23/04/2014;20.2;11.7
24/04/2014;19.2;12.1
25/04/2014;19.7;11.1
26/04/2014;19.7;12.1
27/04/2014;13.2;10.0
28/04/2014;14.2;10.0
29/04/2014;17.6;9.3
30/04/2014;18.5;10.8
01/05/2014;17.7;10.1
02/05/2014;18.3;8.7
03/05/2014;17.2;9.2
04/05/2014;19.0;11.8
05/05/2014;20.1;11.6
06/05/2014;22.4;11.8
07/05/2014;18.7;12.5
08/05/2014;20.7;12.7
09/05/2014;20.8;13.2
10/05/2014;22.4;12.8
11/05/2014;20.3;13.1
12/05/2014;18.9;12.7
13/05/2014;20.9;10.4
14/05/2014;21.4;10.9
15/05/2014;20.8;12.3
16/05/2014;20.4;12.3
17/05/2014;22.5;12.8
18/05/2014;21.2;12.0
19/05/2014;18.0;12.0
20/05/2014;23.7;14.5
21/05/2014;24.5;14.1
22/05/2014;22.9;16.4
23/05/2014;22.2;13.5
24/05/2014;22.3;12.9
25/05/2014;26.9;13.6
26/05/2014;23.1;13.5
27/05/2014;20.3;13.7
28/05/2014;23.6;12.9
29/05/2014;23.0;12.5
30/05/2014;22.9;13.4
31/05/2014;19.5;13.3
01/06/2014;23.4;14.4
02/06/2014;24.2;13.3
03/06/2014;24.4;13.8
04/06/2014;23.5;14.4
05/06/2014;26.5;15.2
06/06/2014;26.1;16.0
07/06/2014;27.7;18.7
08/06/2014;32.1;19.4
09/06/2014;32.5;23.3
10/06/2014;32.0;21.4
11/06/2014;29.3;20.2
12/06/2014;29.4;20.7
13/06/2014;29.1;20.0
14/06/2014;29.6;17.5
15/06/2014;20.2;14.6
16/06/2014;19.7;14.1
17/06/2014;24.0;15.9
18/06/2014;24.4;17.1
19/06/2014;25.8;16.6
20/06/2014;25.4;15.9
21/06/2014;26.7;18.0
22/06/2014;27.0;17.4
23/06/2014;25.5;19.1
24/06/2014;25.5;19.3
25/06/2014;28.0;18.5
26/06/2014;23.1;16.2
27/06/2014;26.2;17.0
28/06/2014;28.2;17.8
29/06/2014;24.8;18.7
30/06/2014;26.6;16.9
01/07/2014;25.2;16.9
02/07/2014;27.5;17.9
03/07/2014;28.2;18.0
04/07/2014;29.3;20.2
05/07/2014;26.4;18.3
06/07/2014;27.4;18.0
07/07/2014;26.8;17.1
08/07/2014;23.4;15.5
09/07/2014;22.8;17.3
10/07/2014;23.6;12.2
11/07/2014;25.8;16.0
